Url;Path;Ekstern Lenke Path;Kolonne1
/rettskildene/Rundskriv/148154.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/trygdeavtale-med-usa;
/rettskildene/Vedlegg/104350.cms;/www.nav.no/rettskildene/vedlegg;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/vedlegg-2-til-10-7-i-spesialfottoy;
/rettskildene/Vedlegg/104339.cms;/www.nav.no/rettskildene/vedlegg;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/vedlegg-7-til-10-7-saerskilte-hjelpemiddelgrupper;
/no/skjema/Skjemaer/Arbeidsgiverskjemaer/L%C3%B8nn+og+personalskjemaer+for+din+bedrift+%28HR%29/Aa-registeret;/www.nav.no/no/skjema/skjemaer/arbeidsgiverskjemaer/lonn-og-personalskjemaer-for-din-bedrift-(hr)/aa-registeret;/www.nav.no/nav.no-ressurser/lenker/selvbetjening/tjenester-pa-nav.no/form-report-in-english-aa-registeret;
/rettskildene/lov/L19821119-66_P2-3#L19821119-66_P2-3;/www.nav.no/rettskildene/lov/l19821119-66_p2-3#l19821119-66_p2-3;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/kommunehelsetjenesteloven-2-3-vederlag-for-helestjeneste;
/rettskildene/Forside/Hovednummer/155148.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/krigspensjoneringslovene;
/rettskildene/Rundskriv/147769.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/minstepensjon-3-4-folketrygdloven;
/rettskildene/Vedlegg/104155.cms;/www.nav.no/rettskildene/vedlegg;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/minstepensjon-for-ulike-grupper;
/rettskildene/Forside/Hovednummer/154599.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/nordisk-trygdeavtale-nordisk-konvensjon-kapittel-41;
/rettskildene/Forside/Hovednummer/151669.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/oversikt-over-avtaler-utenfor-eos-hovednr-42;
/rettskildene/Forside/Hovednummer/151669.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/oversikt-trygdeavtaler;
/rettskildene/Rundskriv/148128.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/regler-om-medlemskap-hovednummer-40-kapittel-2;
/rettskildene/Rundskriv/148144.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rett-til-helsetjenester-hovednummer-40-kapittel-5;
/rettskildene/Rundskriv/147693.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-om-inntektsproving-av-forsorgingstillegg-3-26;
/rettskildene/Rundskriv/147913.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-17-bortfall-av-rett-til-hjelpemiddel;
/rettskildene/Rundskriv/147662.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-5-arbeidslivet;
/rettskildene/Rundskriv/147986.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-6-dagliglivet;
/rettskildene/Rundskriv/147987.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-7-b-horeapparat-og-tinnitusmaskerer;
/rettskildene/Rundskriv/147630.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-7-e-lese-og-sekretaerhjelp;
/rettskildene/Rundskriv/262281.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-7-h-anskaffelse-av-motorkjoretoy;
/rettskildene/Rundskriv/147670.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-10-7-i-ortopediske-hjelpemidler;
/rettskildene/Rundskriv/147618.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-5-12;
/rettskildene/Rundskriv/147846.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-5-24-helsetjenester-i-utlandet;
/rettskildene/Rundskriv/%C2%A7+8-36+Forsikring+for+tillegg+til+sykepenger.147795.cms;/www.nav.no/rettskildene/rundskriv/§-8-36-forsikring-for-tillegg-til-sykepenger;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/rundskriv-til-8-36;
/no/NAV+og+samfunn/Kunnskap/Analyser;/www.nav.no/no/nav-og-samfunn/kunnskap/analyser;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/analyser-fra-nav;/www.nav.no/no/nav-og-samfunn/kunnskap/analyser-fra-nav
/no/NAV+og+samfunn/Statistikk/Arbeidsmarked;/www.nav.no/no/nav-og-samfunn/statistikk/arbeidsmarked;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/arbeidsmarked-statistikk;/www.nav.no/no/nav-og-samfunn/statistikk/arbeidssokere-og-stillinger-statistikk
/en/Home/Forms+for+individuals/Forms/Til+eller+fra+Norge+%28international%29+engelsk/Pensjonss%C3%B8knader+utenfor+Norge+engelsk;/www.nav.no/en/home/forms-for-individuals/forms/til-eller-fra-norge-(international)-engelsk/pensjonssoknader-utenfor-norge-engelsk;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/engelske-sider/select-forms-for-pension-applications-from-outside-norway;https://www.nav.no/soknader/en/person/til-eller-fra-norge
/no/NAV+og+samfunn/Statistikk/Familie;/www.nav.no/no/nav-og-samfunn/statistikk/familie;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/familie-statistikk;/www.nav.no/no/nav-og-samfunn/statistikk/familie-statistikk
/no/NAV+og+samfunn/Statistikk/Flere+omrader;/www.nav.no/no/nav-og-samfunn/statistikk/flere-omrader;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/flere-statistikkomrader;/www.nav.no/no/nav-og-samfunn/statistikk/flere-statistikkomrader
/no/skjema/Skjemaer/Arbeidsgiverskjemaer/L%C3%B8nn+og+personalskjemaer+for+din+bedrift+%28HR%29/Aa-registeret;/www.nav.no/no/skjema/skjemaer/arbeidsgiverskjemaer/lonn-og-personalskjemaer-for-din-bedrift-(hr)/aa-registeret;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/form-report-in-english-aa-registeret;
/no/Person/Arbeid/Sykmeldt%2C+arbeidsavklaringspenger+og+yrkesskade/Sykmelding+-+ulike+former;/www.nav.no/no/person/arbeid/sykmeldt-arbeidsavklaringspenger-og-yrkesskade/sykmelding---ulike-former;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/sykmelding;/www.nav.no/no/person/arbeid/sykmeldt-arbeidsavklaringspenger-og-yrkesskade/sykmelding-ulike-former
/no/NAV+og+samfunn/Kontakt+NAV/Utbetalinger/Snarveier/Satser.380089.cms?kap=380108;/www.nav.no/no/nav-og-samfunn/kontakt-nav/utbetalinger/snarveier/satser;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/tilskuddssatser-arbeidsgiver-tiltaksarrangor;
/_attachment/399318?_download=true;/www.nav.no/_attachment/399318;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/ortok-32-bit;
/no/NAV+og+samfunn/Kunnskap/Rapportarkiv;/www.nav.no/no/nav-og-samfunn/kunnskap/rapportarkiv;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/rapportarkiv;
/no/Person/Arbeid/Dagpenger+og+stonader+ved+arbeidsloshet/Informasjon+om+meldekort;/www.nav.no/no/person/arbeid/dagpenger-og-stonader-ved-arbeidsloshet/informasjon-om-meldekort;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/skal-du-sende-meldekort;/www.nav.no/no/person/arbeid/dagpenger-ved-arbeidsloshet-og-permittering/meldekort-hvordan-gjor-du-det
/no/skjema/Skjemaer/Arbeidsgiverskjemaer/L%C3%B8nn+og+personalskjemaer+for+din+bedrift+%28HR%29/Aa-registeret;/www.nav.no/no/skjema/skjemaer/arbeidsgiverskjemaer/lonn-og-personalskjemaer-for-din-bedrift-(hr)/aa-registeret;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/skjema-til-nav-aa-registeret;
/no/NAV+og+samfunn/Statistikk/Sykdom;/www.nav.no/no/nav-og-samfunn/statistikk/sykdom;/www.nav.no/nav.no-ressurser/lenker/sider-pa-nav.no/sykdom-statistikk;/www.nav.no/no/nav-og-samfunn/statistikk/sykefravar-statistikk
/rettskildene/forskrift/F19970415-318;/www.nav.no/rettskildene/forskrift/f19970415-318;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-om-stonad-til-hjelpemidler;
/rettskildene/forskrift/F19970415-318;/www.nav.no/rettskildene/forskrift/f19970415-318;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-om-stonad-til-hjelpemidler-mv;
/rettskildene/forskrift/F20030307-290;/www.nav.no/rettskildene/forskrift/f20030307-290;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-om-stonad-til-motorkjoretoy;
/rettskildene/forskrift/F20040601-797;/www.nav.no/rettskildene/forskrift/f20040601-797;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-til-10-17-bortfall-av-rett-til-hjelpemiddel;
/rettskildene/forskrift/F19970418-336;/www.nav.no/rettskildene/forskrift/f19970418-336;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-til-10-7-i-ortopediske-hjelpemidler;
/rettskildene/forskrift/F20070612-608;/www.nav.no/rettskildene/forskrift/f20070612-608;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forskrift-til-5-12;
/rettskildene/forskrift/F20060530-566;/www.nav.no/rettskildene/forskrift/f20060530-566;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/forsorgingstillegg-til-tidsbegrenset-uforestonad-forskrift;
/rettskildene/Forside/Hovednummer/151874.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/hovednr-33-barnetrygdloven;
/rettskildene/Rundskriv/Hovednr.+76+%C2%A7+13+-+Utfyllende+regler+til++forskrift+om+st%C3%B8nad+til+arbeids-+og+utdanningsreiser.388957.cms;/www.nav.no/rettskildene/rundskriv/hovednr.-76-§-13---utfyllende-regler-til--forskrift-om-stonad-til-arbeids--og-utdanningsreiser;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/hovednr.76-13-utfyllende-regler-til-forskrift-om-stonad-til-arbeids-og-utdanningsreiser;
/rettskildene/forskrift/F19970311-205;/www.nav.no/rettskildene/forskrift/f19970311-205;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/inntektsproving-forskrift;
/rettskildene/Rundskriv/147867.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/14-17-engangsstonad;
/rettskildene/Forside/Hovednummer/152906.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/barnelova.hovednr.55;
/rettskildene/Rundskriv/147684.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/barnetillegg-rundskriv;
/rettskildene/Rundskriv/148270.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/bidragsforskudd-og-eos.hovednr.40-kapittel-54;
/rettskildene/Forside/Hovednummer/151907.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/bidragsforskudd.hovednr.54-forskotteringsloven;
/rettskildene/Forside/Hovednummer/151387.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/bidragsinnkrevingsloven.hovednr.52;
/rettskildene/Rundskriv/147678.cms;/www.nav.no/rettskildene/rundskriv;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/ektefelletillegg-rundskriv;
/rettskildene/Forside/Hovednummer/153215.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/eos-avtalen;
/rettskildene/Forside/Hovednummer/153215.cms;/www.nav.no/rettskildene/forside/hovednummer;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/eos-avtalens-trygdedel;
/rettskildene/Forside/Folketrygdloven/151925.cms;/www.nav.no/rettskildene/forside/folketrygdloven;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/folketrygdloven-kap.16-ytelser-til-tidligere-familiepleier;
/rettskildene/Forside/Folketrygdloven/152940.cms;/www.nav.no/rettskildene/forside/folketrygdloven;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/folketrygdloven-kap.9;
/rettskildene/Forside/Folketrygdloven/151841.cms;/www.nav.no/rettskildene/forside/folketrygdloven;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/folketrygdloven-kapittel-14-ytelser-ved-svangerskap-fodsel-og-adopsjon;
/rettskildene/Forside/Folketrygdloven/151928.cms;/www.nav.no/rettskildene/forside/folketrygdloven;/www.nav.no/nav.no-ressurser/lenker/regelverk/rettskildene/folketrygdloven-kapittel-18-barnepensjon;
/no/NAV+og+samfunn/Kontakt+NAV/Utbetalinger/Snarveier/Satser.380089.cms;/www.nav.no/no/nav-og-samfunn/kontakt-nav/utbetalinger/snarveier/satser;/www.nav.no/no/innhold-a-aa/satser;
/no/Person/Pensjon/Alderspensjon/Finn+din+pensjonlighet.414641.cms;/www.nav.no/no/person/pensjon/alderspensjon/finn-din-pensjonlighet;/redirects/pensjonlighet;
/no/Person/Pensjon/Alderspensjon/Uttak%2C+regulering+og+levealdersjustering/regulering-av-alderspensjon-og-afp;/www.nav.no/no/person/pensjon/alderspensjon/uttak-regulering-og-levealdersjustering/regulering-av-alderspensjon-og-afp;/redirects/reguleringafp;/www.nav.no/no/person/pensjon/alderspensjon/regulering-av-alderspensjon-og-afp2
/no/Person/Pensjon/Alderspensjon/Uttak%2C+regulering+og+levealdersjustering/regulering-av-alderspensjon-og-afp;/www.nav.no/no/person/pensjon/alderspensjon/uttak-regulering-og-levealdersjustering/regulering-av-alderspensjon-og-afp;/redirects/reguleringalderspensjon;/www.nav.no/no/person/pensjon/alderspensjon/regulering-av-alderspensjon-og-afp2
/no/Person/Skjemaer-for-privatpersoner/Skjemaer/Til+eller+fra+Norge+%28international%29/Opphold+eller+arbeid+utenfor+Norge;/www.nav.no/no/person/skjemaer-for-privatpersoner/skjemaer/til-eller-fra-norge-(international)/opphold-eller-arbeid-utenfor-norge;/redirects/reiseutlandet;https://www.nav.no/soknader/nb/person/til-eller-fra-norge
/no/NAV+og+samfunn/Kontakt+NAV/Utbetalinger/Snarveier/Satser.380089.cms;/www.nav.no/no/nav-og-samfunn/kontakt-nav/utbetalinger/snarveier/satser;/redirects/satser;
/no/NAV+og+samfunn/Samarbeid/Lege+og+sykmelder;/www.nav.no/no/nav-og-samfunn/samarbeid/lege-og-sykmelder;/redirects/sjukmeldar;
/no/Person/Familie/Enslig+mor+eller+far/alene-med-barn-hva-n%C3%A5/oversikt-over-st%C3%B8nader-til-enslig-mor-eller-far;/www.nav.no/no/person/familie/enslig-mor-eller-far/alene-med-barn-hva-na/oversikt-over-stonader-til-enslig-mor-eller-far;/redirects/stonadenslig;/www.nav.no/no/person/familie/enslig-mor-eller-far/oversikt-over-stonader-til-enslig-mor-eller-far
/422194/surviving-spouse-and-retirement-pension;/www.nav.no/422194/surviving-spouse-and-retirement-pension;/redirects/survivingspouseandretirementpension;
/no/Person/Arbeid/Sykmeldt%2C+arbeidsavklaringspenger+og+yrkesskade/Sykmelding+-+ulike+former;/www.nav.no/no/person/arbeid/sykmeldt-arbeidsavklaringspenger-og-yrkesskade/sykmelding---ulike-former;/redirects/sykmelding;/www.nav.no/no/person/arbeid/sykmeldt-arbeidsavklaringspenger-og-yrkesskade/sykmelding-ulike-former
/no/NAV+og+samfunn/Kontakt+NAV/Utbetalinger/Snarveier/satser--380089?kap=380105;/www.nav.no/no/nav-og-samfunn/kontakt-nav/utbetalinger/snarveier/satser--380089;/redirects/cashforcare;
/en/Home/Relatert+informasjon/cash-for-care-benefits-for-the-parents-of-toddlers--805369180;/www.nav.no/en/home/relatert-informasjon/cash-for-care-benefits-for-the-parents-of-toddlers--805369180;/redirects/cashforcarebenefit;/www.nav.no/en/home/relatert-informasjon/cash-for-care-benefits-for-the-parents-of-toddlers
/en/Home/Benefits+and+services/Relatert+informasjon/child-benefit#chapter-2;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/child-benefit#chapter-2;/redirects/childbenefitwhocanreceive;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/child-benefit
/en/Home/Benefits+and+services/Relatert+informasjon/lump-sum-grant-on-birth-or-adoption;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/lump-sum-grant-on-birth-or-adoption;/redirects/lumpsumgrant;https://familie.nav.no/om-engangsstonad
/no/Person/Innhold+til+Person-forside/Nyheter/To+nye+NAV-s%C3%B8knader+er+digitalisert.421851.cms;/www.nav.no/no/person/innhold-til-person-forside/nyheter/to-nye-nav-soknader-er-digitalisert;/redirects/nybaby;
/no/Person/Familie/Enslig+mor+eller+far/overgangsst%C3%B8nad;/www.nav.no/no/person/familie/enslig-mor-eller-far/overgangsstonad;/redirects/overgangsstonad;/www.nav.no/no/person/familie/enslig-mor-eller-far/overgangsstonad2
/en/Home/Benefits+and+services/Relatert+informasjon/parental-benefit;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/parental-benefit;/redirects/parentalbenefit;https://familie.nav.no/
/en/Home/Benefits+and+services/Relatert+informasjon/special-rules-for-parental-benefit-paid-to-the-father;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/special-rules-for-parental-benefit-paid-to-the-father;/redirects/parentalbenefitfather;https://familie.nav.no/
/en/Home/Benefits+and+services/Relatert+informasjon/paternal-quota-paternity-leave-maternal-quota-and-shared-period;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/paternal-quota-paternity-leave-maternal-quota-and-shared-period;/redirects/parentalquota;https://familie.nav.no/
/en/Home/Benefits+and+services/Relatert+informasjon/flexible-parental-benefit-period;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/flexible-parental-benefit-period;/redirects/flexibleparentalbenefitperiod;https://familie.nav.no/
/en/Home/Relatert+informasjon/Temporary+accommodation+%28emergency%29;/www.nav.no/en/home/relatert-informasjon/temporary-accommodation-(emergency);/redirects/temporaryaccommodation;/www.nav.no/en/home/relatert-informasjon/temporary-accommodation-emergency
/no/Lokalt/Oslo/Jobbportaler+og+vikarbyraer;/www.nav.no/no/lokalt/oslo/jobbportaler-og-vikarbyraer;/redirects/jobbportaler;https://veiviserarbeidssoker.nav.no/finn-jobbene/?situasjon=mistet-jobben#454091
/no/Person/Arbeid/Arbeidsledig+og+jobbsoker/Jobbsokertips/Kompetanseord+nar+du+registrerer+CV;/www.nav.no/no/person/arbeid/arbeidsledig-og-jobbsoker/jobbsokertips/kompetanseord-nar-du-registrerer-cv;/redirects/kompetanseord;
