url;count;displayName;path;Column1
;;Annet;/content/nav.no-bokmal/nav-og-samfunn/kunnskap/artikkel/annet;
http://hist.no/sms/;1;;;
;;Studier med støtte;/www.nav.no/no/person/arbeid/oppfolging-og-tiltak-for-a-komme-i-jobb/relatert-informasjon/studier-med-stotte;
http://hivolda.studiehandbok.no/content/view/full/30303;1;;;
;;Annet;/content/nav.no-bokmal/nav-og-samfunn/kunnskap/artikkel/annet;
http://hivolda.studiehandbok.no/content/view/full/30320;1;;;
;;Rus og psykisk helse;/content/nav.no-bokmal/nav-og-samfunn/kunnskap/artikkel/rus-og-psykisk-helse;
http://hivolda.studiehandbok.no/content/view/full/30325;1;;;
;;Ledelse;/content/nav.no-bokmal/nav-og-samfunn/kunnskap/artikkel/ledelse;
http://hjelpemiddeldatabasen.no;1;;;
;;Endringar i produktlista;/www.nav.no/no/person/hjelpemidler/tjenester-og-produkter/relatert-informasjon/endringar-i-produktlista;
http://hjelpemiddeldatabasen.no/r4x.asp?linktype=post&newsid=4200&apostid=846&cmd=reset;1;;;
;;Kartlegging for spyl/tørk – funksjon;/content/nav.no-lokalt/hjelpemiddelsentral/rogaland/artikkel/kartlegging-for-spyl-tork-funksjon;
http://https/lovdata.no/dokument/NL/lov/1997-02-28-19/KAPITTEL_10-1#%C2%A725-3;1;;;
;;What is the NAV State Register of Employers and Employees (Aa-registeret);/www.nav.no/en/home/employers/nav-state-register-of-employers-and-employees;
http://https/lovdata.no/dokument/NL/lov/1997-02-28-19/KAPITTEL_2-1#%C2%A71-8;1;;;
;;What is the NAV State Register of Employers and Employees (Aa-registeret);/www.nav.no/en/home/employers/nav-state-register-of-employers-and-employees;
http://https://lovdata.no/dokument/NL/lov/1997-02-28-19/KAPITTEL_10-1#%C2%A725-3;1;;;
;;Aa-registeret;/www.nav.no/no/bedrift/tjenester-og-skjemaer/aa-registeret-og-a-meldingen/hva-er-er-aa-registeret;
http://https://lovdata.no/dokument/NL/lov/1997-02-28-19/KAPITTEL_2-1#%C2%A71-8;1;;;
;;Aa-registeret;/www.nav.no/no/bedrift/tjenester-og-skjemaer/aa-registeret-og-a-meldingen/hva-er-er-aa-registeret;
http://https://lovdata.no/dokument/NL/lov/2006-06-16-20;1;;;
;;Vedlegg til veilederen;/content/nav.no-bokmal/nav-og-samfunn/om-nav/rapport-handbok/partnerskapsavtale-kapitler/vedlegg-til-veilederen;
http://https://voldsveileder.nkvts.no/;1;;;
;;Innledning;/www.nav.no/no/nav-og-samfunn/samarbeid/relatert-informasjon/innledning;
http://https://www.altinn.no/starte-og-drive/starte/registrering/starte-og-registrere-enkeltpersonforetak/;1;;;
;;Enkeltpersonforetak;/content/nettveiviser-no/artikler/enkeltpersonforetak;
http://https://www.nav.no/1073745774/om-statistikken-sesongjusterte-tall?kap=1;1;;;
;;Økt ledighet i mai;/www.nav.no/no/nav-og-samfunn/statistikk/arbeidssokere-og-stillinger-statistikk/nyheter/okt-ledighet-i-mai;
http://https://www.nav.no/no/NAV+og+samfunn/Statistikk/AAP+nedsatt+arbeidsevne+og+uforetrygd+-+statistikk/Arbeidsavklaringspenger;1;;;
;;Regelendringene for AAP førte til flere på sosialhjelp;/www.nav.no/no/nav-og-samfunn/statistikk/aap-nedsatt-arbeidsevne-og-uforetrygd-statistikk/nyheter/regelendringene-for-aap-forte-til-flere-pa-sosialhjelp;
http://https://www.nav.no/no/Person/Arbeid/Sykmeldt%2C+arbeidsavklaringspenger+og+yrkesskade/endringer-i-reglene-for-arbeidsavklaringspenger-aap-fra-1.januar-2018;1;;;
;;Regelendringene for AAP førte til flere på sosialhjelp;/www.nav.no/no/nav-og-samfunn/statistikk/aap-nedsatt-arbeidsevne-og-uforetrygd-statistikk/nyheter/regelendringene-for-aap-forte-til-flere-pa-sosialhjelp;
http://husbanken.no/;4;;;
;;Kjøpe bustad;/www.nav.no/no/person/flere-tema/sosiale-tjenester/nynorsk/kjope-bustad;
;;Kjøpe bustad;/www.nav.no/no/person/flere-tema/sosiale-tjenester/nynorsk/kjope-bustad;
;;Kjøpe bolig;/www.nav.no/no/person/flere-tema/sosiale-tjenester/leie-eller-eie-bolig/kjope-bolig;
;;Kjøpe bolig;/www.nav.no/no/person/flere-tema/sosiale-tjenester/leie-eller-eie-bolig/kjope-bolig;
http://iaihordaland.no/hjem;1;;;
;;Besøk iavestland.no;/www.nav.no/no/lokalt/hordaland/nav-arbeidslivssenter-hordaland/lokal-informasjon/besok-iavestland.no;
http://idebanken-xpprod.customer.enonic.io/aktuelt/slik-er-den-nye-ia-avtalen2?Sleeknote=?SNSubscribed=true&utm_campaign=Nyhetsbrev&utm_content=Nyhetsbrev&utm_medium=Epost&utm_source=Apsis;1;;;
;;Slik er den nye IA-avtalen;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/slik-er-den-nye-ia-avtalen;
http://idporten.no/nb/reserver-deg-mot-kommunikasjon-pa-nett;1;;;
;;Pensjonister og uføretrygdede kan få utbetalingsmelding i posten;/www.nav.no/no/person/innhold-til-person-forside/nyheter/pensjonister-og-ufore-kan-fa-utbetalingsmelding-i-posten;
http://itunes.apple.com/no/app/bankid/id535504575;1;;;
;;Skjemaene på nav.no;/content/nav.no-ressurser/system/skjemaene-pa-nav.no;
http://jobs.efta.int/wd/plsql/wd_portal.show_page?p_web_site_id=564&p_text_id=224;1;;;
;;Internasjonale organisasjoner;/www.nav.no/no/person/flere-tema/arbeid-og-opphold-i-utlandet/soke-jobb-i-utlandet/internasjonale-organisasjoner_2;
http://kampanje.efaktura.no/nav/;1;;;
;;Bruk eFaktura hvis du skal betale til NAV;/www.nav.no/no/nav-og-samfunn/om-nav/relatert-informasjon/bruk-efaktura-hvis-du-skal-betale-til-nav;
http://khrono.no/debatt/hvordan-star-det-til-med-profesjonsutdanningene;1;;;
;;Artikler;/www.nav.no/no/nav-og-samfunn/kunnskap/samarbeid-med-universitet-og-hoyskoler/artikler-og-rapporter/artikler;
http://kommunal-rapport.no/meninger/leder/2016/05/utfordringer-nav;1;;;
;;Færre og bedre NAV-kontorer;/www.nav.no/no/nav-og-samfunn/kontakt-nav/presse/nav-i-media/faerre-og-bedre-nav-kontorer;
http://kulturnatt-trondheim.no/;1;;;
;;Gjennomført fellesoppdrag tolk;/www.nav.no/no/person/hjelpemidler/tjenester-og-produkter/relatert-informasjon/gjennomfort-fellesoppdrag-tolk;
http://laring.adeo.no/kurs/dispatcher?marketplaceId=689402&languageId=1&siteNodeId=5286113;1;;;
;;Håndtere vanskelige situasjoner i møte med bruker;/www.nav.no/no/nav-og-samfunn/samarbeid/noindex/sikkerhet-i-nav/relatert-informasjon/handtere-vanskelige-situasjoner-i-mote-med-bruker;
http://lovdata.no/dokument/NL/lov/1920-02-09;1;;;
;;Arbeid og opphold på Svalbard;/www.nav.no/no/person/flere-tema/arbeid-og-opphold-i-norge/nyttig-a-vite/arbeid-og-opphold-pa-svalbard;
http://lovdata.no/dokument/NL/lov/1920-02-09 ;1;;;
;;Work and residence on Svalbard;/www.nav.no/en/home/benefits-and-services/relatert-informasjon/work-and-residence-on-svalbard;
http://lovdata.no/dokument/NL/lov/2005-04-01-15;1;;;
;;Aktuelle lovtekster;/www.nav.no/no/nav-og-samfunn/kunnskap/samarbeid-med-universitet-og-hoyskoler/offentlige-dokumenter/aktuelle-lovtekster;
http://lovdata.no/dokument/SF/forskrift/2009-10-15-1286;1;;;
;;Hvem svarer på hva om EØS-borgere og rettigheter;/content/nav.no-bokmal/person/arbeid/nyhet/hvem-svarer-pa-hva-om-eos-borgere-og-rettigheter;
http://m.nettavisen.no/politikk/--tull-og-tys-at-nav-kontor-skal-drive-med-dette/3423211211.html;1;;;
;;Sprikende tilbud på NAV-kontorer;/www.nav.no/no/nav-og-samfunn/samarbeid/for-kommunen/nyheter/sprikende-tilbud-pa-nav-kontorer;
http://m.occmed.oxfordjournals.org/content/early/2016/12/15/occmed.kqw169;1;;;
;;Rapporter arbeid og helse;/www.nav.no/no/nav-og-samfunn/kunnskap/forskningsrapporter-og-evalueringer-finansiert-av-nav/sykefravaer-og-arbeidsmiljo-rapportarkiv2;
http://mag.idebanken.org/XXL/?Sleeknote=?SNSubscribed=true&utm_campaign=Nyhetsbrev&utm_content=Nyhetsbrev&utm_medium=Epost&utm_source=Apsis;1;;;
;;Slik lykkes XXL med inkludering;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/slik-lykkes-xxl-med-inkludering;
http://mag.idebanken.org/doropnerne/;1;;;
;;Arbeidsgivere som er gode på inkludering av unge, jobber helhetlig;/www.nav.no/no/nav-og-samfunn/kunnskap/fou-midler/nyheter/arbeidsgivere-som-er-gode-pa-inkludering-av-unge-jobber-helhetlig;
http://mag.idebanken.org/dyreparken/2/?ApsisEpostNyhetsbrevNyhetsbrev&Sleeknote=?SNSubscribed=true;1;;;
;;Kjempestart for nye ledere og medarbeidere;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/kjempestart-for-nye-ledere-og-medarbeidere;
http://mag.idebanken.org/follacell/2/?Sleeknote=?SNSubscribed=true&utm_campaign=Nyhetsbrev&utm_content=Nyhetsbrev&utm_medium=Epost&utm_source=Apsis;1;;;
;;Bestod prøven og fikk fast jobb – samme dag;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/bestod-proven-og-fikk-fast-jobb-samme-dag;
http://mag.idebanken.org/kvernmo/2/?Sleeknote=?SNSubscribed=true&utm_campaign=Nyhetsbrev&utm_content=Nyhetsbrev&utm_medium=Epost&utm_source=Apsis;1;;;
;;Finner rom for de som trenger starthjelp;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/finner-rom-for-de-som-trenger-starthjelp;
http://mag.idebanken.org/mentor/;1;;;
;;Bli en inkluderer!;/www.nav.no/no/lokalt/trondelag/nav-arbeidslivssenter-trondelag/nyttig-a-vite/hvordan-kan-din-virksomhet-lykkes-i-a-ta-inn-unge-uten-jobb;
http://mag.idebanken.org/nyveiviser/;1;;;
;;Ny veiviser gjør det enklere å inkludere;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/ny-veiviser-gjor-det-enklere-a-inkludere;
http://mag.idebanken.org/securitas/;1;;;
;;Måtte tenke helt nytt om seniorpolitikk;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/matte-tenke-helt-nytt-om-seniorpolitikk;
http://mag.idebanken.org/springbrett;1;;;
;;Stor suksess med arbeidstrening;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/stor-suksess-med-arbeidstrening;
http://mag.idebanken.org/springbrett/;1;;;
;;Et springbrett inn i jobb;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/et-springbrett-inn-i-jobb;
http://mag.idebanken.org/veidekke/2/?Sleeknote=?SNSubscribed=true&utm_campaign=Nyhetsbrev&utm_content=Nyhetsbrev&utm_medium=Epost&utm_source=Apsis;1;;;
;;Unikt samarbeid får ungdom gjennom skole og ut i jobb;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/nyheter-fra-hele-landet/unikt-samarbeid-far-ungdom-gjennom-skole-og-ut-i-jobb;
http://matmerk.no/inn-pa-tunet/;1;;;
;;Grønt arbeid;/www.nav.no/no/person/arbeid/oppfolging-og-tiltak-for-a-komme-i-jobb/relatert-informasjon/gront-arbeid;
http://meldeskjema.shdir.no;1;;;
;;Melding om uhell/nesten-uhell med hjelpemidler;/www.nav.no/no/lokalt/finnmark/nav-hjelpemiddelsentral-finnmark/relatert-informasjon/melding-om-uhell-nesten-uhell-med-hjelpemidler;
http://memu.no;1;;;
;;MEMU - NAVs internmagasin;/www.nav.no/no/nav-og-samfunn/om-nav/memu-navs-internmagasin;
http://memu.no/artikler/brukermeldingen-2018/;1;;;
;;Brukermelding;/www.nav.no/no/nav-og-samfunn/om-nav/relatert-informasjon/brukermelding;
http://nav.no/;2;;;
;;Over to millioner innbyggere kan søke om sosialhjelp på nett;/content/nav.no-bokmal/nav-og-samfunn/samarbeid/digisos/nyhet/1-6-millioner-innbyggere-kan-na-soke-om-sosialhjelp-pa-nett;
;;5. Historikk og sammenlignbarhet over tid;/content/nav.no-bokmal/nav-og-samfunn/statistikk-og-analyse/arbeidssokere/rapport-handbok/om-statistikken-arbeidssokere/5.historikk-og-sammenlignbarhet-over-tid;
http://nav.no/545521.cms;1;;;
;;Omverdensanalyse 2016;/www.nav.no/no/nav-og-samfunn/kunnskap/analyser-fra-nav/nav-rapportserie/nav-rapporter/omverdensanalyse-2016;
http://nav.no/digital;1;;;
;;Utskrift av utbetalingsmeldingen i spesielle tilfeller;/www.nav.no/no/person/innhold-til-person-forside/nyheter/utskrift-av-utbetalingsmeldingen-i-spesielle-tilfeller;
http://nav.no/digitalsykmelding;1;;;
;;Tidlig oppfølging er avgjørende;/www.nav.no/no/bedrift/oppfolging/sykmeldt-arbeidstaker/relatert-informasjon/tidlig-oppfolging-er-avgjorende;
http://nav.no/kurs;1;;;
;;Kom på rett kurs med «Sees i morgen!»;/www.nav.no/no/bedrift/inkluderende-arbeidsliv/relatert-informasjon/arbeidslivspakken-sees-i-morgen;
http://nav.senterbonus.no/centerconfig/centers/navNordl/newsletters/navNordl-nl-1064.html;1;;;
;;Nyhetsbrev;/www.nav.no/no/lokalt/nordland/nav-arbeidslivssenter-nordland/nyttig-a-vite-i-nordland/nyhetsbrev;
http://navet.adeo.no/Etatstjenester/Organisasjon+og+HR/Arbeidsmiljo/Sentrale+HMS-rutiner/_attachment/321681?_ts=14cdbff7818&download=true;1;;;
;;Reaksjoner overfor bruker;/www.nav.no/no/nav-og-samfunn/samarbeid/noindex/sikkerhet-i-nav/relatert-informasjon/reaksjoner-overfor-bruker;
http://navet.adeo.no/Forsiden/Fagmeldinger/_attachment/397901?_ts=149c8772d70&download=true;1;;;
;;Reaksjoner overfor bruker;/www.nav.no/no/nav-og-samfunn/samarbeid/noindex/sikkerhet-i-nav/relatert-informasjon/reaksjoner-overfor-bruker;
http://navet.adeo.no/Systemsider/sok/solrDokumenterAlle/_attachment/415008?_ts=14d474a4fd0;1;;;
